Package Name;App Version Code;App Version Name;Reviewer Language;Device;Review Submit Date and Time;Review Submit Millis Since Epoch;Review Last Update Date and Time;Review Last Update Millis Since Epoch;Star Rating;Review Title;Review Text;Developer Reply Date and Time;Developer Reply Millis Since Epoch;Developer Reply Text;Review Link;;;;;;
com.pos.bisaaiacademy;65;2.0.0.6;id;CPH1819;2021-08-26T05:59:14Z;1,63E+17;2021-08-26T05:59:14Z;1,63E+17;5;;"""Aplikasi nya sangat berguna bagi saya mahasiswa IT";" dan aplikasi ini sangat membantu untuk menambah ilmu diluar kelas.""";;;;http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOGFnjBwFvNGGatTboRTDhDRMrCIN25aH-QOc5rKZqc9OHA0MAx2ULAP2SWnwKxQNy4cCa7v28f0cV25&corpus=PUBLIC_REVIEWS;;;;;
com.pos.bisaaiacademy;65;2.0.0.6;id;1724;2021-08-26T07:29:06Z;1,63E+17;2021-08-26T07:29:06Z;1,63E+17;5;;"""Aplikasi ini sangat berguna bagi semua kalangan";" dilengkapi dengan silabus jadi kita bisa mempelajari dengan mudah ditambah lagi dengan fitur event umum dan bersertifikat""";;;;http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOHCb0uljghjwR2XNyGLu-4j2gf13FfnOd8x5G6aCaDe9vetMhjOvEZepqbZuFoY-tpF3RJR0iZRU5Rw&corpus=PUBLIC_REVIEWS;;;;;
com.pos.bisaaiacademy;65;2.0.0.6;id;OP4B79L1;2021-08-26T11:24:26Z;1,63E+17;2021-08-26T11:24:26Z;1,63E+17;5;;Aplikasinya sangat bermanfaat buat saya yang ingin memperdalam pemahaman tentang AI;;;;http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOGnoWrILrz4OO_Xjig6UI5DSycaFctdm9yKXTByr4uxRFDgt-l-cruaDFaKWlkLMb1eiC6sbsMgB0Tp&corpus=PUBLIC_REVIEWS;;;;;;
com.pos.bisaaiacademy;65;2.0.0.6;id;citrus;2021-08-26T13:13:57Z;1,63E+17;2021-08-26T13:13:57Z;1,63E+17;5;;"""Aplikasi yang bermanfaat"; serta menambah wawasan terkait banyak hal di bidang Teknologi khususnya Kecerdasan Buatan;"serta Neural Networks dan banyak hal lainnya.""";;;;http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOG6wnbJU_uoIdhEhwStAgmTTh0LT0_PsWCH_dK5v60i3Qw_AimfuTT-2QssLrfvO9sUhr_8gOh-CEYo&corpus=PUBLIC_REVIEWS;;;;
com.pos.bisaaiacademy;65;2.0.0.6;id;CPH1901;2021-08-26T23:15:11Z;1,63E+17;2021-08-26T23:15:11Z;1,63E+17;5;;Course nya sgt mrnambah wawasan dan skill;;;;http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOG_jtaZqMyJBZcVI4XS5O0Z92P67OIWoNEaJljQUu9ROnXSglcQFbIVuUfFRZpjgKRis57_-XYJrTs-&corpus=PUBLIC_REVIEWS;;;;;;
com.pos.bisaaiacademy;;;id;kenzo;2021-08-27T02:51:11Z;1,63E+17;2021-08-27T02:51:11Z;1,63E+17;5;;"""Aplikasinya bagus";" berguna banget buat mahasiswa dengan course yang disediakan. Recommended buat yang mau mengetahui lebih dalam di bidang IT""";;;;http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOHiIgDB5ZQJke34nnVXQA9bwNM9s2xuUGUZF_7NpusxrfOpJQa50_bOmK3pi7Dqpa2vY2enn2QgASMc&corpus=PUBLIC_REVIEWS;;;;;
com.pos.bisaaiacademy;;;id;1935;2021-08-27T10:46:06Z;1,63E+17;2021-08-27T10:46:06Z;1,63E+17;5;;"""aplikasi yang sangat bagus untuk menunjang softskill"; ada yg gratis juga; program nya juga bersertifikat;" sangat bermanfaat""";;;;http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOGJFSGNJ7zl0L_mZNwU9IEgnYnb0XIGGKaomUxYnVesLwHtNn17Hlbj7mmr6li87SpoPm-OOAQ-_QD1&corpus=PUBLIC_REVIEWS;;;
com.pos.bisaaiacademy;65;2.0.0.6;en;;2021-08-27T22:45:10Z;1,63E+16;2021-08-27T22:45:10Z;1,63E+16;5;;this app is really useful;;;;http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOFpjJXOs0KlX1tTpQBvQoNadQJEeX8JZjd0SR-wedP5WhxiZT0hWPW6e9yFt5FLF7bMS9ostR0jJPcL&corpus=PUBLIC_REVIEWS;;;;;;
com.pos.bisaaiacademy;65;2.0.0.6;id;2023;2021-08-28T07:44:54Z;1,63E+17;2021-08-28T07:44:54Z;1,63E+17;5;;Bagus;;;;http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOGkG5zey6lOvOdvsJ5-_tWDhgK0lC3Ne75MlupYGP4Bt0AZR4w-PCNgU1MEC3cfOkQc6i71PQjSYOLS&corpus=PUBLIC_REVIEWS;;;;;;
com.pos.bisaaiacademy;65;2.0.0.6;id;CPH1901;2021-08-28T11:29:50Z;1,63E+17;2021-08-28T11:29:50Z;1,63E+17;5;;"""aplikasi nya mantab";" banyak silabus yang free cocok digunakan untuk mahasiswa=ØMÜ""";;;;http://play.google.com/console/developers/5503680119852528524/app/4974992186025108736/user-feedback/review-details?reviewId=gp:AOqpTOGR4fp75riKPftJ5wtQUPYdMKf0zwsCXK5oMtG0LupD9crVplcQD22F0otmqIh564m1MnZ5xvjipXJe&corpus=PUBLIC_REVIEWS;;;;;
